Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
640121,Educating Caroline,Patricia Cabot,"Cabot, Patricia",,"=""0743410262""","=""9780743410267""",4,3.75,Pocket,Mass Market Paperback,448,2001,2001,2020/07/18,2020/07/17,,,read,3.5 stars.,,,1,0
45438856,What Would a Duke Do? (Seductive Scoundrels #4),Collette Cameron,"Cameron, Collette",,"=""1954307586""","=""9781954307582""",4,4.18,Blue Rose Romance,Kindle Edition,322,2019,2019,2020/07/11,2020/07/11,,,read,,,,1,0
43822024,"The Toll (Arc of a Scythe, #3)",Neal Shusterman,"Shusterman, Neal",,"=""1481497065""","=""9781481497060""",3,4.19,Simon & Schuster Books for Young Readers,Hardcover,625,2019,2019,2020/07/15,2020/07/09,,,read,i feel... unsatisfied and a bit disappointed. there are certain parts of this book or even in the whole series that doesn't really make sense to me. the writing is still impeccable as ever though.,,,1,0
29386918,"Wildcard (Warcross, #2)",Marie Lu,"Lu, Marie",,"=""0399548017""","=""9780399548017""",5,4.00,G.P. Putnam's Sons Books for Young Readers,ebook,352,2018,2018,2020/07/14,2020/07/13,,,read,,,,1,0
41014903,"Warcross (Warcross, #1)",Marie Lu,"Lu, Marie",,"=""""","=""""",4,4.14,G.P. Putnam's Sons Books for Young Readers,Kindle Edition,366,2017,2017,2020/07/13,2020/07/13,,,read,,,,1,0
36199084,"The Kiss Quotient (The Kiss Quotient, #1)",Helen Hoang,"Hoang, Helen",,"=""0451490819""","=""""",4,3.91,Berkley,Kindle Edition,323,2018,2018,2020/07/11,2020/07/04,,,read,,,,1,0
33555224,"Thunderhead (Arc of a Scythe, #2)",Neal Shusterman,"Shusterman, Neal",,"=""1442472456""","=""9781442472457""",4,4.40,Simon & Schuster Books for Young Readers,Hardcover,504,2018,2018,2020/07/10,2020/07/09,,,read,,,,1,0
28954189,"Scythe (Arc of a Scythe, #1)",Neal Shusterman,"Shusterman, Neal",,"=""""","=""""",4,4.33,Simon Schuster Books for Young Readers,Hardcover,435,2016,2016,2020/07/09,2020/02/03,,,read,,,,1,0
34525886,人渣反派自救系统,Mò Xiāng Tóng Xiù,"Xiù, Mò Xiāng Tóng",墨香铜臭,"=""""","=""""",3,4.00,jjwxc,ebook,1112,2014,2015,,2020/07/07,,,read,,,,1,0
35297380,American Panda,Gloria Chao,"Chao, Gloria",,"=""1481499106""","=""9781481499101""",4,3.78,Simon & Schuster Books for Young Readers,Hardcover,311,2018,2018,2020/07/06,2020/07/06,,,read,,,,1,0
52867387,Beach Read,Emily Henry,"Henry, Emily",,"=""1984806734""","=""9781984806734""",4,4.02,Berkley,Paperback,400,2020,2020,2020/07/05,2020/07/04,,,read,,,,1,0
32768522,"Carry On (Simon Snow, #1)",Rainbow Rowell,"Rowell, Rainbow",,"=""1250135028""","=""9781250135025""",5,4.18,Wednesday Books,Paperback,522,2017,2015,2020/06/12,2018/06/13,,,read,,,,1,0
37116458,"Arabian Nights (Fairytale, #2)",Simone Shirazi,"Shirazi, Simone",,"=""""","=""""",5,4.49,Radish Fiction,ebook,,2015,,2017/11/17,2020/05/19,,,read,,,,1,0
37933386,Gourmet Hound,NOT A BOOK,"BOOK, NOT A",,"=""""","=""""",5,4.64,,,,,,,2020/05/19,,,read,,,,1,0
45045129,Tweet Cute,Emma Lord,"Lord, Emma",,"=""1250237327""","=""9781250237323""",4,3.90,Wednesday Books,Hardcover,368,2020,2020,2020/05/18,2020/05/18,,,read,,,,1,0
34092885,Always Never Yours,Emily Wibberley,"Wibberley, Emily",Austin Siegemund-Broka,"=""045147984X""","=""9780451479846""",4,3.81,PenguinBooks,Hardcover,352,2018,2018,2020/05/18,2020/05/17,,,read,A sweet and light-hearted story that made my heart flutter. The female lead is quite relatable and I fell in love with Owen Okita.,,,1,0
69571,"Rich Dad, Poor Dad",Robert T. Kiyosaki,"Kiyosaki, Robert T.",,"=""0751532711""","=""9780751532715""",3,4.12,Time Warner Books UK,Paperback,195,2001,1997,2020/05/17,2020/05/03,,,read,,,,1,0
22299763,"Crooked Kingdom (Six of Crows, #2)",Leigh Bardugo,"Bardugo, Leigh",,"=""""","=""""",5,4.60,Orion Children's Books,Kindle Edition,561,2016,2016,2018/01/06,2018/01/03,,,read,It was phenomenal! And I know I'll mourn for this story and will not be able to get over it because I'll miss the crew and all of the things about this book.,,,2,0
19547856,"Simon vs. the Homo Sapiens Agenda (Simonverse, #1)",Becky Albertalli,"Albertalli, Becky",,"=""0062348671""","=""9780062348678""",5,4.16,Balzer + Bray,Hardcover,320,2015,2015,2020/03/11,2020/03/11,,,read,,,,1,0
25558608,"A Torch Against the Night (An Ember in the Ashes, #2)",Sabaa Tahir,"Tahir, Sabaa",,"=""""","=""9780008250447""",4,4.24,Razorbill,Hardcover,452,2016,2016,2020/03/11,2020/03/10,,,read,,,,1,0
23437156,"Six of Crows (Six of Crows, #1)",Leigh Bardugo,"Bardugo, Leigh",,"=""""","=""""",5,4.49,Henry Holt & Company,Hardcover,465,2015,2015,2018/01/02,2017/09/19,,,read,I just finished rereading one of my favorite books after days— even weeks— of reading even though I'm quite busy because of school activities. I missed the crew and I still yearn to join the dregs even though I am not qualified for them. It is so sensational and I will never stop loving this duology. Can't wait to reread Crooked Kingdom!,,,2,0
40024139,"Serpent & Dove (Serpent & Dove, #1)",Shelby Mahurin,"Mahurin, Shelby",,"=""""","=""""",4,4.00,HarperTeen,Hardcover,513,2019,2019,2020/01/31,2020/01/31,,,read,,,,1,0
36341204,"What If It's Us (What If It's Us, #1)",Becky Albertalli,"Albertalli, Becky",Adam Silvera,"=""0062795252""","=""9780062795250""",4,3.83,HarperTeen,Hardcover,437,2018,2018,2020/01/28,2020/01/26,,,read,,,,1,0
9067850,"The Throne of Fire (The Kane Chronicles, #2)",Rick Riordan,"Riordan, Rick",,"=""1423140567""","=""9781423140566""",4,4.19,Hyperion Books for Children,Hardcover,452,2011,2011,,2020/01/20,,,read,,,,1,0
7090447,"The Red Pyramid (The Kane Chronicles, #1)",Rick Riordan,"Riordan, Rick",,"=""1423113381""","=""9781423113386""",3,4.10,Disney Hyperion,Hardcover,528,2010,2010,,2017/09/19,,,read,,,,1,0
23766634,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",Sarah J. Maas,"Maas, Sarah J.",,"=""1408857901""","=""9781408857908""",4,4.47,Bloomsbury Publishing,Paperback,705,2017,2017,2019/05/19,2017/11/12,,,read,,,,1,0
17927395,"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",Sarah J. Maas,"Maas, Sarah J.",,"=""""","=""""",5,4.65,Bloomsbury USA Childrens,Kindle Edition,626,2016,2016,2018/01/08,2017/09/19,,,read,,,,2,0
